author,author_type,title,filename,relative_path,encoding_used,char_count,char_no_space_count,word_count,sentence_count,avg_sentence_length_words,sentence_length_std,sentence_length_median,short_sentence_ratio_1_3,sentence_ratio_4_7,sentence_ratio_8_15,long_sentence_ratio_16_plus,hangul_ratio,hanja_count,hanja_ratio,circle_count,circle_ratio,broken_char_ratio,quote_count,comma_count,question_count,exclamation_count,ellipsis_count,dialogue_sentence_ratio,comma_per_sentence,question_per_sentence,exclamation_per_sentence,ellipsis_per_sentence,lexical_diversity,first_person_expr_ratio,negation_expr_ratio,conceptual_expr_ratio,experimental_expr_ratio,nature_word_ratio,sensory_word_ratio,emotion_word_ratio,color_word_ratio,body_word_ratio,social_reality_word_ratio,rural_life_word_ratio,quality_flags
김동인,현실묘사형,감자,감자.txt,final_corpus/김동인/감자.txt,utf-8,6230,4666,1568,206,7.611650485436893,6.395133176397422,6.0,0.27184466019417475,0.38349514563106796,0.23786407766990292,0.10679611650485436,0.904414916416631,0,0.0,0,0.0,0.0,110,86,19,2,14,0.3155339805825243,0.4174757281553398,0.09223300970873786,0.009708737864077669,0.06796116504854369,0.6581632653061225,0.04783163265306122,0.013392857142857142,0.003826530612244898,0.0006377551020408163,0.044642857142857144,0.001913265306122449,0.001913265306122449,0.0006377551020408163,0.026785714285714284,0.009566326530612245,0.01594387755102041,short_text
김동인,현실묘사형,광염_소나타,광염_소나타.txt,final_corpus/김동인/광염_소나타.txt,utf-8,18626,14026,4642,418,11.105263157894736,8.744016193324503,9.0,0.16985645933014354,0.22966507177033493,0.3684210526315789,0.23205741626794257,0.9254955083416512,0,0.0,12,0.0008555539711963497,0.0,224,199,53,8,42,0.2751196172248804,0.47607655502392343,0.12679425837320574,0.019138755980861243,0.10047846889952153,0.5607496768634209,0.05536406721240845,0.020249892287806978,0.02046531667384748,0.004308487720809996,0.04028436018957346,0.007324429125376993,0.0071090047393364926,0.001077121930202499,0.03059026281775097,0.003877638948728996,0.01680310211115898,ok
김동인,현실묘사형,배따라기,배따라기.txt,final_corpus/김동인/배따라기.txt,utf-8,12542,9393,3170,332,9.548192771084338,8.9806064335682,7.0,0.2560240963855422,0.3192771084337349,0.22289156626506024,0.20180722891566266,0.9185563717662089,0,0.0,0,0.0,0.0,179,177,24,29,24,0.3313253012048193,0.5331325301204819,0.07228915662650602,0.08734939759036145,0.07228915662650602,0.5930599369085173,0.07287066246056782,0.026813880126182965,0.010094637223974764,0.0015772870662460567,0.06372239747634069,0.01167192429022082,0.006309148264984227,0.0037854889589905363,0.02113564668769716,0.0003154574132492114,0.012302839116719243,ok
김동인,현실묘사형,붉은_산,붉은_산.txt,final_corpus/김동인/붉은_산.txt,utf-8,5116,3871,1262,138,9.144927536231885,7.307481499416486,7.0,0.2028985507246377,0.35507246376811596,0.2536231884057971,0.18840579710144928,0.9082924308964092,0,0.0,0,0.0,0.0,2,30,13,9,12,0.007246376811594203,0.21739130434782608,0.09420289855072464,0.06521739130434782,0.08695652173913043,0.6909667194928685,0.05467511885895404,0.019809825673534072,0.01347068145800317,0.000792393026941363,0.0554675118858954,0.006339144215530904,0.006339144215530904,0.004754358161648178,0.039619651347068144,0.003169572107765452,0.011885895404120444,short_text
김동인,현실묘사형,약한_자의_슬픔,약한_자의_슬픔.txt,final_corpus/김동인/약한_자의_슬픔.txt,utf-8,47138,35551,11621,1637,7.098961514966402,5.959236822203029,5.0,0.3011606597434331,0.3396456933414783,0.27000610873549175,0.08918753817959682,0.9075694073303142,0,0.0,0,0.0,0.0,785,365,190,114,248,0.29383017715332926,0.22296884544899206,0.11606597434331094,0.06963958460598656,0.15149664019547954,0.4281042939506067,0.0402719215213837,0.020308062989415714,0.034162292401686604,0.0031838912313914467,0.04577919284054729,0.009465622579812408,0.012735564925565787,0.0024954823164959985,0.027622407710179847,0.0008605111436193099,0.011789002667584545,ok
나도향,현실묘사형,물레방아,물레방아.txt,final_corpus/나도향/물레방아.txt,utf-8,12472,9332,3130,427,7.330210772833723,5.964068892473465,6.0,0.2646370023419204,0.3583138173302108,0.2903981264637002,0.08665105386416862,0.9151307329618517,0,0.0,0,0.0,0.0,240,105,72,84,4,0.4098360655737705,0.2459016393442623,0.1686182669789227,0.19672131147540983,0.00936768149882904,0.6070287539936102,0.06070287539936102,0.022364217252396165,0.015654952076677317,0.0012779552715654952,0.04536741214057508,0.010543130990415336,0.010543130990415336,0.003194888178913738,0.040575079872204475,0.006389776357827476,0.013099041533546326,ok
나도향,현실묘사형,벙어리_삼룡이,벙어리_삼룡이.txt,final_corpus/나도향/벙어리_삼룡이.txt,utf-8,11456,8542,2914,255,11.427450980392157,8.43856874843755,9.0,0.12549019607843137,0.2627450980392157,0.3607843137254902,0.25098039215686274,0.9545773823460548,0,0.0,0,0.0,0.0,60,53,2,11,2,0.14901960784313725,0.20784313725490197,0.00784313725490196,0.043137254901960784,0.00784313725490196,0.6259437199725463,0.04667124227865477,0.031571722717913524,0.009265614275909403,0.0024021962937542897,0.05799588194921071,0.007892930679478381,0.007892930679478381,0.001029512697323267,0.04632807137954702,0.001029512697323267,0.011324639670555936,ok
나도향,현실묘사형,뽕,뽕.txt,final_corpus/나도향/뽕.txt,utf-8,14789,10998,3785,444,8.524774774774775,10.02729691930144,6.0,0.268018018018018,0.36486486486486486,0.24549549549549549,0.12162162162162163,0.9207128568830697,0,0.0,0,0.0,0.0,268,148,63,56,17,0.45495495495495497,0.3333333333333333,0.14189189189189189,0.12612612612612611,0.038288288288288286,0.621664464993395,0.053368560105680314,0.02404227212681638,0.00845442536327609,0.002642007926023778,0.04438573315719947,0.007661822985468956,0.003170409511228534,0.001321003963011889,0.03117569352708058,0.004227212681638045,0.019022457067371202,ok
나도향,현실묘사형,옛날_꿈은_창백하더이다,옛날_꿈은_창백하더이다.txt,final_corpus/나도향/옛날_꿈은_창백하더이다.txt,utf-8,14317,10722,3600,310,11.612903225806452,9.843869614670583,9.0,0.14516129032258066,0.27741935483870966,0.3064516129032258,0.2709677419354839,0.9516881178884536,0,0.0,0,0.0,0.0,104,84,21,24,6,0.25161290322580643,0.2709677419354839,0.06774193548387097,0.07741935483870968,0.01935483870967742,0.635,0.09277777777777778,0.02388888888888889,0.0175,0.005833333333333334,0.044444444444444446,0.014166666666666666,0.008611111111111111,0.005833333333333334,0.03805555555555556,0.0022222222222222222,0.01361111111111111,ok
나도향,현실묘사형,피묻은_편지_몇_쪽,피묻은_편지_몇_쪽.txt,final_corpus/나도향/피묻은_편지_몇_쪽.txt,utf-8,19212,14334,4876,416,11.721153846153847,9.37489151811003,10.0,0.21394230769230768,0.18509615384615385,0.3293269230769231,0.27163461538461536,0.9527696386214595,0,0.0,6,0.0004185851820845542,0.0,128,124,52,27,2,0.18509615384615385,0.2980769230769231,0.125,0.06490384615384616,0.004807692307692308,0.55701394585726,0.08490566037735849,0.025225594749794914,0.026251025430680888,0.003281378178835111,0.04819524200164069,0.007178014766201805,0.01989335520918786,0.001435602953240361,0.04163248564397047,0.00041017227235438887,0.0047169811320754715,ok
